date,France,Australia,Germany,Japan,Switzerland,Britain,USA
07-2015,0.04157679693256755,-0.013355205225310307,0.017100083376470954,0.021201282030450352,0.03200726605357285,-0.013376388322082766,0.012108
08-2015,-0.07252340237149868,-0.09927352337066875,-0.070744954230342,-0.07441106742118198,-0.049248221925870084,-0.08101919567783855,-0.059926
09-2015,-0.013973870975526714,0.014320635860857744,-0.023134154619006475,-0.07054177566707265,0.005964245410119529,-0.02046995993772538,-0.033756
10-2015,0.027736952009607574,0.03248395589089559,0.048060386508286035,0.09856891235882892,0.03245393794527196,0.026285825029317422,0.073937
11-2015,0.02054278623869088,0.02240137892485128,0.04864853010454073,0.019340137566874027,0.03434782768445288,0.004808194661201526,0.002404
12-2015,-0.03733920615555786,-0.04332894104050644,-0.037830148611495584,-0.014695000022599602,-0.020843953934946646,-0.05219583407795059,-0.022209
01-2016,0.03307822903908508,-0.045796447034475496,-0.00481463763572898,-0.0647458714100464,0.02413226819903891,-0.02785186249739946,-0.057085
02-2016,-0.019756972524543115,-0.0008171877730573929,-0.028484430094198876,-0.08378420699018219,-0.0250868311349578,0.011043905371806328,0.00062
03-2016,0.04182516620300414,0.08536384284866205,0.07468204616215657,0.05419600244093514,0.0458514647289926,0.05695594977801344,0.070491
04-2016,-0.0021272457405523415,-0.05100585065925611,-0.013436345206248701,-0.0014404730909882701,0.007651652861859759,0.02803013482572425,0.011718
05-2016,0.026109972903884504,-0.02589652233146511,0.020478896184109585,0.03556919753038179,0.04072826680529773,-0.011059955722756198,0.01434
06-2016,-0.07734942459650895,-0.04087855067113555,-0.07875673307893882,-0.08599729410268553,-0.036684080470568814,-0.0711220324324896,0.002947
07-2016,0.07239175367452577,0.10952428815446547,0.08962846089970267,0.06545628839555051,0.06459092879392736,0.02392188817492591,0.038815
08-2016,0.021801129448744794,-0.04034861357953867,0.035988473529765086,0.006343087682474491,0.018465703664310995,0.04982379523001623,0.0028
09-2016,0.011246458718691565,-0.020185305984048663,0.007851781234245458,0.012587270455918675,0.011797372170908482,0.026213994160489196,0.003013
10-2016,-0.009053775335696623,-0.05523367598740936,-0.01934673451736446,0.053859483396485164,-0.035046290778698475,0.013718604306511617,-0.021544
11-2016,-0.006122667989037822,-0.006743185241033234,-0.02086781244938629,0.052697986228844695,0.006690025466311478,-0.019849681816218046,0.040488
12-2016,0.10068635545969795,0.04506364704508958,0.10828948957403073,0.04469201610957341,0.08059676207806044,0.1069928835920455,0.018763
01-2017,0.021698341028135948,0.021182546204077557,0.044492537544146726,0.009472909461959889,0.04414804511433246,0.0056499730665120484,0.022153
02-2017,0.05512031478553536,0.0333395197303058,0.06363971805152502,0.017626070385000414,0.06849558884828033,0.021889491868645194,0.032598
03-2017,0.06276253516976626,-0.004463190152915519,0.041564861027949984,0.005050320234856187,0.035067932487088616,0.05267111597953,0.002062
04-2017,0.08445628531490401,-0.041061905780556796,0.05869707673193325,0.021189366331656245,0.06436270330584315,0.020950488845763893,0.009655
